"Page URL with Title too long ","Page depth"
"https://scrimbaguide.tech/blog/typescript-for-beginners-scrimba/","0"
"https://scrimbaguide.tech/docs/courses/react/react-router/","0"
"https://scrimbaguide.tech/blog/scrimba-success-stories/","0"
"https://scrimbaguide.tech/blog/scrimba-review/","0"
"https://scrimbaguide.tech/blog/what-makes-scrimba-different/","0"
"https://scrimbaguide.tech/blog/scrimba-neurodivergent-learners/","0"
"https://scrimbaguide.tech/docs/paths/ai-engineer-path/","0"
"https://scrimbaguide.tech/blog/scrimba-backend-path-review/","0"
"https://scrimbaguide.tech/docs/courses/javascript/data-structures-and-algorithms-binary-search/","0"
"https://scrimbaguide.tech/docs/practice/practice-typescript/","0"
"https://scrimbaguide.tech/docs/practice/build-a-weather-app-interactively/","0"
"https://scrimbaguide.tech/blog/best-free-scrimba-courses/","0"
"https://scrimbaguide.tech/blog/scrimba-instant-practice-no-setup/","0"
"https://scrimbaguide.tech/docs/courses/ai/prompt-engineering-for-web-developers/","0"
"https://scrimbaguide.tech/docs/courses/javascript/tricky-parts-of-javascript/","0"
"https://scrimbaguide.tech/docs/practice/practice-javascript-arrays/","0"
"https://scrimbaguide.tech/blog/scrimba-react-learning-path/","0"
"https://scrimbaguide.tech/docs/courses/ai/to-code-with-ai/","0"
"https://scrimbaguide.tech/docs/pricing/","0"
"https://scrimbaguide.tech/blog/frontend-interview-prep-scrimba/","0"
"https://scrimbaguide.tech/blog/scrimba-fullstack-path-reviews/","0"
"https://scrimbaguide.tech/docs/courses/ai/model-context-protocol-mcp/","0"
"https://scrimbaguide.tech/docs/udemy/","0"
"https://scrimbaguide.tech/docs/paths/frontend-developer-path/","0"
"https://scrimbaguide.tech/docs/comparisons/scrimba-vs-freecodecamp/","0"
"https://scrimbaguide.tech/docs/practice/react-portfolio-project-ideas/","0"
"https://scrimbaguide.tech/docs/courses/react/react-challenges/","0"
"https://scrimbaguide.tech/blog/build-coding-habit-scrimba/","0"
"https://scrimbaguide.tech/docs/comparisons/scrimba-vs-frontendmasters/","0"
"https://scrimbaguide.tech/docs/comparisons/scrimba-vs-zerotomastery/","0"
"https://scrimbaguide.tech/docs/courses/javascript/advanced-javascript/","0"
"https://scrimbaguide.tech/docs/courses/javascript/how-to-learn-javascript-complete-beginners-guide/","0"
"https://scrimbaguide.tech/docs/faq/scrimba-accreditation/","0"
"https://scrimbaguide.tech/blog/scrimba-vs-youtube-coding/","0"
"https://scrimbaguide.tech/docs/faq/scrimba-for-busy-professionals/","0"
"https://scrimbaguide.tech/docs/courses/react/learn-react/","0"
